substrate	product	barrier	heat
CC1=C[C@H]2[C@@H](CC1)[C+](C)CC[C@H]2C(C)C	C[C+]1CC[C@@H]2[C@H]3[C@H](C(C)C)CC[C@]2(C)[C@@H]13	1.139	-15.177
CC1=C[C@@]2(CC1)C[C+](C(C)C)CC[C@H]2C	C[C+]1CC[C@@]2(CC(C(C)C)=CC[C@H]2C)C1	13.673	-2.214
C=C(C)[C+]1CC[C@@H](C)[C@@H]2CC[C@@H](C)[C@H]2C1	C=C(C)[C@H]1CC[C@@H](C)[C@@H]2CC[C@@H](C)[C+]2C1	9.934	1.44
C[C@]12CCC[CH+][C@H]1[C@@]1(C)C[C@@]1(C)CCC2	C[C+]1CCC[C@@]2(C)CCC[C@@H]3[C@H]2[C@]3(C)C1	7.626	-19.193
C[C+]1CCC(C)(C)[C@H]2C[C@H]2[C@]2(C)CC[C@H]12	C/C1=C/CC/C(C)=C/C[C@H](C)[C+](C)CC1	17.795	13.064
CC1=CC[C@]2(CC1)[C+](C)[C@@H](C)CC[C@H]2C	CC1=CC[C+]([C@@]2(C)[C@@H](C)CC[C@H]2C)CC1	3.217	-4.93
C=C1CC[C@H](C)CCC[C+](C)[C@@H]2C[C@]12C	C=C1CC[C@H](C)CCC/C(C)=C\C[C+]1C	32.218	5.542
C/C1=C/CC/C(C)=C/C[C@@H]([C+](C)C)CC1	C=C[C+](C)CC/C=C(\C)CCC=C(C)C	24.095	13.91
C[C@H]1CC[C+]([C@@H]2CC2(C)C)[C@]2(C)CC[C@H]12	C[C+](C)C/C=C1\CC[C@H](C)[C@H]2CC[C@@]12C	0	-0.033
C[C+]1CC[C@H]2[C@@H]1[C@@]2(C)[C@@H]1CC[C@H](C)[C@H]1C	CC1=C[C@@H]([C+](C)[C@@H]2CC[C@H](C)[C@H]2C)CC1	9.913	6.662
C=C[C+](C)CC/C=C(\C)CCC=C(C)C	C/C1=C\C[C@H]([C+](C)C)CC/C(C)=C/CC1	6.204	-22.794
C=C1CCCC(C)(C)C[C+]2[C@@H]1CC[C@H]2C	C=C1[CH+]CCC(C)(C)C[C@@H]2[C@@H]1CC[C@H]2C	15.092	14.809
CC1=C=CC(C)(C)CCC[C+](C)CCC1	C/C1=C\CC[C+](C)/C=C\C(C)(C)CCC1	8.582	-5.97
C[C+]1CC[C@]2([C@@]3(C)CCCC3(C)C)C[C@H]12	CC1=CC[C+]([C@@]2(C)CCCC2(C)C)CC1	4.532	4.504
CC1(C)CC[C@]2(C)CC[C+]3C[C@H](C1)[C@@]32C	C[C+]1[C@]2(C)CCC(C)(C)C[C@H]3C[C@]13CC2	2.861	-15.563
CC(C)=CC[C@@H]1C[C@@H]2[C@@H](CC[C@H]2C)[C+]1C	CC(C)=C[CH+][C@]1(C)CC[C@H]2[C@H](C)CC[C@H]21	19.65	-1.053
CC(C)=C1CC[C+](C)[C@H]2CC[C@@]2(C)CC1	C[C+](C)[C@@]12CC[C@]3(C)CC[C@@H]3[C@]1(C)CC2	2.652	-8.491
C[C+]1CCC[C@@]2(C)CCCC(C)(C)C=C12	CC1=C2[C@H](C)[C+](C)CCC[C@]2(C)CCC1	22.029	-1.233
C=C1CC[C@H](C)[C@]12C[CH+]CC(C)(C)CC2	C=C1CC[C@H](C)[C@@]12CC[C+](C)C[C@@H](C)C2	14.471	-5.492
C[C+]1CCC[C@@]12[C@@H](C)C[C@@]1(C)[C@@H](C)C[C@H]12	C[C@H]1C[C@@]2(C)[C@@H](C)C[C@H]2[C+]2CCC[C@@]21C	6.491	1.37
C[C+]1[C@@H]2CC[C@]3(C2)[C@@H](C)CC[C@H]3C1(C)C	C[C+](C)[C@@]1(C)[C@@H]2CC[C@]3(C2)[C@@H](C)CC[C@H]31	12.813	7.918
C=C(C)[C@@H]1CC[C@]2(C)[C+](C)CCC[C@@H]2C1	C=C(C)[C@@H]1CC[C+]2[C@H](CCCC2(C)C)C1	3.036	-1.927
C[C@H]1C[C+]2CC(C)(C)C[C@@]23CC[C@@H]1[C@@H]3C	C[C@H]1C[C@@]23CC(C)(C)C[C+]2CC[C@@H]1[C@@H]3C	6.111	1.755
C[C@H]1CC[C@]23CC[C@H](C2)C(C)(C)[CH+][C@]13C	C[C+]1[C@H](C)[C@]2(C)[C@@H](C)CC[C@@]23CC[C@@H]1C3	1.595	-8.235
CC1(C)C[CH+]C[C@@]2(C)C[C@@H](C1)[C@@H]1CC[C@@H]12	CC1(C)CCC[C@@]2(C)C[C@@H](C1)[C+]1CC[C@@H]12	7.485	-3.226
C[C@H]1CC[C@@]2(C)CCC[C+]2[C@@]2(C)C[C@@]12C	C=C1[C+](C)[C@@H](C)CC[C@@]2(C)CCC[C@@]12C	20.118	13.425
C[C+]1C[C@@]2(C)CC[C@@]3(C)CC[C@@H]3[C@]1(C)C2	C[C@@H]1C[C@@]2(C)CC[C@@]3(C)CC[C+]3[C@]1(C)C2	0.991	-3.373
C[C+]1CC[C@@]2(C)[C@@H]3CC[C@@]2(C)C[C@@H]3[C@H]1C	C[CH+][C@H]1C[C@]2(C)CC[C@@H]3[C@@]1(C)CC[C@@]32C	11.336	5.4
C[C+]1CC[C@H](C)[C@@]23CC[C@@H]([C@@H](C)C2)[C@]13C	C[C+]1[C@H]2CC[C@@]3(C[C@@H]2C)[C@@H](C)CC[C@]13C	10.904	-6.208
CC(C)=C1CC[C@@]1(C)C1CC[C+](C)CC1	C[C+](C)[C@]12CC[C@@]1(C)[C@H]1CC[C@]2(C)CC1	1.265	-27.325
CC1(C)[CH+][C@@]2(C)C[C@@H]1[C@]1(C)CCC[C@]21C	C[C+]1[C@@H]2C[C@@H](C2(C)C)[C@]2(C)CCC[C@]12C	4.741	-3.941
CC(C)=C[C@H]1C[C+]2CC[C@H](C)[C@]2(C)[C@@H]1C	CC(C)=C[C@H]1C[C@@]2(CC[C@@H]2C)[C+](C)[C@@H]1C	10.755	5.061
CC1(C)[CH+][C@@H]2C[C@]2(C)[C@H]2CC[C@]2(C)CC1	C[C@@H]1C/C=C\C(C)(C)CC[C@@]2(C)CC[C+]12	14.551	11.158
C[C+]1CC[C@@]2(C(C)C)C[C@]23[C@@H](C)CC[C@H]13	CC(C)[C+]1CC[C@]2(C)[C@H]3CC[C@H](C)[C@]32C1	12.458	5.258
C[C+]1C[C@@H]2[C@@]3(C)CC[C@H]3[C@H](C)CC[C@]12C	C[C+]1CC[C@@H](C)[C@@H]2CC[C@]2(C)[C@H]2C[C@]12C	0.122	-0.597
C/C1=C/C=C(/[C+](C)C)CC[C@H](C)CCC1	C/C1=C/C=C(/[C+](C)C)CC[C@H](C)CCC1	0	-12.542
CC1=CC[C+]([C@]2(C)CC[C@H](C)[C@H]2C)CC1	C[C+]1CC[C@@]2([C@]3(C)CC[C@H](C)[C@H]3C)C[C@@H]12	0	-9.548
C[C+]1[C@H]2CC[C@@H]3[C@H]2[C@H](C(C)C)CC[C@]13C	C[C+]1[C@@H]2CC[C@H]3[C@@H]2[C@H](C(C)C)CC[C@@]13C	6.597	3.926
C[C+]1CC[C@H]2C[C@H]3CC[C@@](C)([C@@H]12)C3(C)C	C[C+](C)[C@@]1(C)[C@H]2CC[C@@H]1C[C@@H]1CC[C@]12C	104.339	16.112
C=C(C)[C+]1CC[C@H](C)[C@H]2CC[C@@H](C)[C@@H]2C1	C=C(C)[C@H]1CC[C@H](C)[C+]2CC[C@@H](C)[C@@H]2C1	10.206	4.791
C[C@H]1C[C@@]23CC(C)(C)C[C+]2CC[C@@H]1[C@@H]3C	C[C@H]1C[C+]2CC(C)(C)C[C@@]23CC[C@@H]1[C@@H]3C	3.642	-2.131
CC1=CC[C+]([C@]2(C)CC[C@H](C)[C@H]2C)CC1	C[C+]1CC[C@]2([C@]3(C)CC[C@H](C)[C@H]3C)C[C@H]12	0.013	-11.823
CC(C)=CCC[C@]1(C)[C@@H]2CC[C+](C)[C@H]1C2	CC1=CC[C@@H]2C[C@H]1[C@]2(C)CCC[C+](C)C	10.208	2.507
C[C@H]1CC[C@]23CC[C@H](C[C+]12)[C@H]3C(C)(C)C	C[C@H]1CC[C@]23CC[C@H](C[C@H]12)[C+]3C(C)(C)C	14.753	4.955
CC1(C)[C@]2(C)[CH+]CC[C@@]3(CCC[C@@]13C)C2	CC1=CCC[C@@]2(CCC[C@@]2(C)[C+](C)C)C1	15.028	10.808
CC(C)=C[C@@H]1C[C@H](C)[C@H]2C[CH+][C@]1(C)CC2	C[C+](C)[C@@H]1[C@@H]2[C@H](C)[C@H]3CC[C@](C)(CC3)[C@@H]21	11.244	-2.654
CC1=CC[C+]([C@]2(C)CCC(C)(C)C2)CC1	CC1=CC[C@@](C)([C+]2CCC(C)(C)C2)CC1	3.576	-2.537
C[C+]1C=C[C@@H]2C[C@H]1[C@H](CC(C)C)C[C@@H]2C	CC(C)[CH+][C@@H]1C[C@H](C)[C@@H]2C=C[C@@H](C)[C@H]1C2	23.381	20.825
CC1=CC[C+]2CC[C@@H](C(C)C)[C@]2(C)CC1	CC1=CC[C@@]2(CC1)CC[C@@H](C(C)C)[C+]2C	1.947	-3.835
C[C@H]1CC[C@H]2C[C@@]13CC(C)(C)CCC[C+]23	C[C@H]1CC[C@H]2C[C+]3CC(C)(C)CCC[C@]312	4.838	-6.194
CC1(C)CC[C@@]2(C)CC[C+]2[C@]2(C)C[C@@H]2C1	C[C+]1C[C@@H]2CC(C)(C)CC[C@@]3(C)CC[C@@]123	10.892	-4.077
CC1=C[C@@H]([C@H]2CC[C@@H](C(C)C)[C+]2C)CC1	CC1=C[C+](C[C@]2(C)CC[C@H]2C(C)C)CC1	14.912	-1.983
C[C@H]1C[C@H]2[C@@H](C)CC[C@H]2C[C@@H]2[C+]1C2(C)C	C[CH+][C@]12C[C@H]3[C@@H](C)CC[C@H]3C[C@H]1C2(C)C	3.788	-18.219
C[C+](C)[C@H]1CC[C@@H](C)[C@]12CC[C@]1(C)C[C@@H]12	CC(C)=CCC[C@@H](C)[C+]1CC[C@]2(C)C[C@H]12	17.739	17.284
C[C+]1[CH-]CC[C+](C)CCC(C)(C)CCC1	C/C1=C/CC[C+](C)[C@@H]2CC(C)(C)[C@H]2CC1	3.907	-23.443
CC1=C[CH+][C@@](C)([C@@H]2C[C@@H]2C(C)C)CCC1	CC1=C[C@H](C)[C+]([C@@H]2C[C@@H]2C(C)C)CCC1	10.883	4.223
C[C+]1CC[C@@H]2[C@@H]1C[C@H]1CC[C@]2(C)C1(C)C	C[C@@H]1CC[C@@H]2[C+]1C[C@H]1CC[C@]2(C)C1(C)C	0.591	-12.582
C=C1CC[C+]2[C@H](C)CC[C@@H](C(C)C)C[C@@H]12	C=C1CC[C@@]2([CH+]C)CC[C@@H](C(C)C)C[C@@H]12	14.692	8.431
CC1=CC[C@@]2(CCCC(C)(C)[C+]2C)CC1	C[C+]1CC[C@]2([C@@]3(C)CCCC3(C)C)C[C@H]12	15.997	-5.371
CC1=C[C@@H]2[C+](C(C)C)CC[C@H](C)[C@@H]2CC1	C[C+]1C=C2[C@H](C(C)C)CC[C@H](C)[C@@H]2CC1	13.08	-14.412
CC(C)=C[C@@H]1C[C@@]2(C)CCC[C+](C)[C@@H]1C2	CC(C)=C[CH+][C@H]1C[C@@]2(C)CCC[C@]1(C)C2	28.123	-2.772
C[C+](C)[C@H]1CC[C@@]2(C)[C@@H]1[C@@H]1CC[C@@]2(C)C1	CC(C)=CCC[C@@H]1[C+](C)[C@@]2(C)CC[C@@H]1C2	33.541	23.288
CC1(C)[C+]2CC[C@@]1(C)[C@H]1CC[C@@]1(C)CC2	C[C+](C)[C@@]12CC[C@]3(C)CC[C@@H]3[C@]1(C)CC2	2.033	-0.102
C[C+]1CC[C@H]2[C@H](CC2(C)C)[C@@]2(C)CC[C@H]12	C/C1=C/CC/C(C)=C/CC(C)(C)[CH+]CC1	36.261	36.261
C[C+]1CC[C@@H](C)[C@]2(C)C[C@H]3[C@@H](C)CC[C@]132	C[C@H]1CC[C+]2[C@H]1C[C@@]1(C)[C@H](C)CC[C@@]21C	11.695	-8.61
CC1(C)C[CH+][C@H](C2(C)CC2)[C@@]2(C)CC[C@@H]12	CC1([C+]2CCC(C)(C)[C@@H]3CC[C@]23C)CC1	0.238	-18.331
CC1=CC[C@]2(C)[C@H](CC1)CC[C@@H]2[C+](C)C	CC(C)=CCC[C@H]1CCC(C)=CC[C+]1C	25.456	24.785
C/C1=C/CC[C+](C)[C@@H]2CC(C)(C)[C@H]2CC1	C/C1=C2\CC(C)(C)[C@H]2CC[C+](C)CCC1	2.351	-6.092
CC1=CC[C@]2(C)[C@@H](C)CC[C+](C)[C@@H]2CC1	C/C1=C\C[C@]2(C)[C@@H](C)CC[C@@]2(C)[CH+]CC1	19.618	16.251
C[C+]1[C@@H]2CC[C@@]3(C)[C@H](CC[C@H](C)[C@@]13C)C2	C[C+]1[C@@]2(C)[C@@H](C)CC[C@@H]3C[C@H]2CC[C@]13C	2.728	-0.36
C[C@@]12CCC[C@@](C)(C1)[C+]1CCC[C@@]1(C)C2	C[C+]1C[C@@]2(C)CCC[C@@]13CCC[C@@]3(C)C2	8.166	1.989
C[C+]1CC[C@@]2([C@]3(C)CCCC3(C)C)C[C@@H]12	CC1=CC/C(=C(/C)CCC[C+](C)C)CC1	33.011	30.127
C/C1=C/CC[C+](C)[C@@H]2C[C@@H](CC1)C2(C)C	C/C1=C/CC/C(C)=C/C[C@H]([C+](C)C)CC1	14.621	8.175
CC(C)=CCC[C@H]1CC=C(C)CC[C+]1C	CC1=CC[C@@H]2CC[C@H]([C+](C)C)[C@@]2(C)CC1	15.368	-22.78
C/C1=C\CC[C+](C)[C@@H]2C[C@]2(C)[C@@H](C)CC1	C[C+]1CC[C@H](C)[C@@]2(C)C[C@H]2[C@@]2(C)CC[C@@H]12	17.653	3.13
CC1=CC[C@@](C)([C+]2CC[C@H](C)[C@H]2C)CC1	CC1=CC[C@]2(CC[C@H](C)[C@H]2C)[C+](C)CC1	4.87	3.176
C[C+]1C2(CC2)C(C)(C)C[C@]12CCC[C@H]2C	C[C@@H]1CCC[C+]1[C@]1(C)CC(C)(C)C12CC2	29.983	20.02
CC1(C)CC[C@H]2[C+]1CC[C@H]1[C@@H]2CC1(C)C	CC1(C)CC[C+]2[C@@H]1CC[C@H]1[C@@H]2CC1(C)C	1.987	-1.406
C[C+]1C[C@@H]2CC[C@]13CC[C@@H](C)[C@H]3C2(C)C	C[C@@H]1CC[C@@]23CC[C@@H](C[C@H]2C)C(C)(C)[C+]13	7.119	-6.387
C=C(C)[CH+][C@H]1CC[C@@H](C)[C@@H]2CC[C@]2(C)C1	C=C(C)C[C+]1CC[C@@H](C)[C@@H]2CC[C@]2(C)C1	14.306	-18.865
CC(C)=CC[CH+][C@]1(C)C[C@H]2CC[C@@H]1[C@@H]2C	CC(C)=CC[C@H]1[C+](C)C[C@H]2CC[C@@H]1[C@@H]2C	3.799	-14.385
C[C@H]1CCC[C+]2C(C)(C)C[C@]3(C)CC[C@@]213	C[C+]1C[C@]2(C)CC[C@@]23[C@@H](C)CCC[C@]13C	11.667	9.861
CC1=C[C@@H]([C@H]2CC[C+](C(C)C)[C@H]2C)CC1	CC1=C[C@@H]([C@@H]2[CH+][C@@](C)(C(C)C)CC2)CC1	8.489	6.334
C=C1CC[C@@H]2[C+](C)CCCC(C)(C)C[C@H]12	C=C1CC[C@@H]2[C@@H](C)C[CH+]CC(C)(C)C[C@H]12	12.74	12.74
CC1(C)C[C@@H]2CC[C@@]3(C)CCC[C@@]3(C)[C+]21	CC1(C)C[C@@]12[CH+]CC[C@@]1(C)CCC[C@]12C	15.717	-1.214
C[C+](C)C1([C@H]2[C@@H]3CC[C@@H](C3)C2(C)C)CC1	CC1(C)CC[C+]1[C@H]1[C@@H]2CC[C@@H](C2)C1(C)C	3.122	-7.144
C[C@@H]1CC[C@@H]2[C+](CC2(C)C)[C@@]2(C)CC[C@@H]12	C[C+]1CC[C@H]2[C@H](C)CC[C@H]3C(C)(C)C[C@@]123	1.528	-16.708
C[C+]1C[C@@]2(C)CCC[C@@]3(C)CC[C@@H]1C[C@H]32	C=C(C)[C@@H]1CC[C@]2(C)CCC[C+](C)[C@@H]2C1	2.272	0.114
C[C@H]1C[C@H](C)[C@@]2(C)CC[C@@H](C)C3(CC3)[C+]12	C[C+]1CC[C@]2(C)[C@@H](C)C[C@H](C)[C@@H]2C12CC2	8.045	1.521
CC(C)[C@@]12CC[C+]3CC(C)(C)[C@H](CC1)[C@H]32	CC(C)[C@@]12[CH+][C@]3(CC1)CC(C)(C)[C@@H]3CC2	13.569	11.776
C[C+]1CCC=C2C[C@H](C(C)C)CC[C@]21C	CC(C)[C@@H]1CC[C@@]2(C)[C@]3(C)CC[CH+][C@@]32C1	3.321	-6.651
C=C(CCC[C+](C)C)[C@H]1CC=C(C)CC1	CC1=CC[C@H]([C+]2CCCC(C)(C)C2)CC1	0	-39.907
C[C+]1CC[C@H](C)[C@]23CC[C@](C)(C[C@]12C)C3	C[C+]1C[C@@]2(C)CC[C@@]3(C2)[C@@H](C)CC[C@]13C	10.502	-3.075
C/C1=C\CCC(C)(C)C[C@@H]2[C+](C)CC[C@@H]12	C/C1=C\[CH+]CC(C)(C)C[C@@H]2[C@H](C)CC[C@@H]12	17.353	-5.591
CC1=CC[C@@]2(CC1)[C@H]([C+](C)C)CC[C@H]2C	CC(C)=CCC[C@@H](C)[C@@]12CC[C+](C)[C@@H]1C2	9.36	0.337
C[C+]1C[C@H](C)[C@H](C)CCC2=CCC[C@@]21C	C[C+]1CCC2=CCCC(C)(C)[C@@H]2C[C@@H]1C	17.891	10.564
CC1=C[C@@H]([C@H](C)[C+]2CC[C@H]2C(C)C)CC1	C[C+]1CC[C@@H]2[C@H](C)[C@@]3(CC[C@H]3C(C)C)[C@H]12	11.209	-9.336
CC1=CC[C+]([C@]2(C)CCCC2(C)C)CC1	C/C(=C\CCC(C)C)[C@]12CC[C+](C)[C@H]1C2	0.167	-1.17
C[C+]1C(C)(C)[C@H]2CC[C@@]13CC[C@H](C)[C@@H]3C2	C[C@H]1CC[C+]2CC[C@H]3C[C@@H]1[C@]2(C)C3(C)C	3.342	0.526
CC(C)=C(C)CCC1=C(C)CCC[C+]1C	CC1=C2CC[C@](C)([C+](C)C)[C@@]2(C)CCC1	6.551	-8.538
CC(C)[CH+]C[C@]12C[C@H]1[C@]1(C)CCC[C@@]12C	C[C+]1CCC[C@@]2(C)[C@H]1C[C@@]21C[C@@H]1C(C)C	6.534	-14.535
CC(C)=C1CC[C@H](C)[C@H]2CC[C+](C)[C@H]2C1	CC(C)=C1C/C=C(/C)CC[CH+][C@@H](C)CC1	17.296	12.459
CC(C)=CCC[C@]1(C)[C+](C)[C@H]2CC[C@@H]1C2	CC(C)=CCC[C@@]1(C)[C@H]2[CH+]C[C@]1(C)CC2	34.549	17.708
CC1=CC[C@](C)(C2([C+](C)C)CCC2)CC1	CC1=CC[C@](C)([C+]2CCCC2(C)C)CC1	14.246	-16.931
CC1=C(CC[C+](C)C)[C@]2(C)CC[C@H]1CC2	C=C1[C+](CCC(C)C)[C@]2(C)CC[C@H]1CC2	16.885	7.316
CCCCC1=C(C)C[C@H]2[CH+]C(C)(C)C[C@@H]12	CCCCC1=C(C)C[C@@H]2[C@H]1C[C+](C)[C@H]2C	0.625	-17.343
C[C@H]1CC[C@H]2[C+]3[C@@H]1CC[C@@]3(C)CC2(C)C	C[C+]1CC(C)(C)[C@H]2CC[C@H](C)[C@H]3CC[C@]132	17.897	16.228
CC1=CC[C@H]([C@H]2C[CH+][C@@H](C(C)C)[C@@H]2C)C1	C[C+]1C=C[C@H]([C@H]2CC[C@@H](C(C)C)[C@@H]2C)C1	5.595	-20.432
C=C[C@@]1(C)CC[C+]1[C@H](C)CCC=C(C)C	C=C[C@@]1(C)CC[C@]12[C@H](C)CC[C@@H]2[C+](C)C	6.276	-29.295
CC1=CC[C+]([C@@H]2CCCC(C)(C)C2)CC1	CC1=CC[C@H]([C+]2CCCC(C)(C)C2)CC1	7.833	-4.919
CC(C)=CCC[C+]1C[C@]2(C)CC[C@H]1CC2	C[C+](C)[C@H]1CC[C@]23CC[C@](C)(CC[C@H]12)C3	11.022	-20.825
CC1(C)CCC[C@@]23[C+](C1)[C@@H]2CCC3(C)C	CC1(C)CCC[C+]2C(=CCCC2(C)C)C1	2.791	-23.003
C[C+]1CCC=C2CCCC(C)(C)C[C@@H]1C2	C[C@H]1CC[CH+][C@]23CCCC(C)(C)C[C@]12C3	0.802	-27.422
C=C(C)CCC[C+](C)[C@H]1CC=C(C)CC1	C[C+]1CC[C@@H]2C[C@H]1C[C@@]1(C)CCC[C@@]21C	6.228	-44.391
CC1(C)CCCC(C)(C)C2=C([CH+]CC2)C1	C[C+](C)[C@@]12CCC=C1CC(C)(C)CCC2	12.043	9.443
C[C+](C)[C@@]1(C)[C@@H]2CC[C@]3(C2)[C@H](C)CC[C@H]31	C[C@@H]1CC[C@H]2[C+](C(C)(C)C)[C@@H]3CC[C@@]21C3	7.527	-7.428
C[C+]1C(C)(C)[C@@H]2CC[C@@]13[C@@H](CC[C@H]3C)C2	C[C@@H]1CC[C@H]2C[C@H]3CC[C@@](C)([C+]21)C3(C)C	1.797	0.995
C[C+](C)[C@H]1C[C@@H]2C[C@@H]3CC[C@@]1(C)[C@@]2(C)C3	CC(C)=CC[C@@H]1C[C@@H]2CC[C+](C)[C@@]1(C)C2	20.698	18.804
C=C1CC[C@H]([C@H]2CC[C+](C)C2)[C@@H]1C(C)C	C=C1CC[C@H]([C+]2CC[C@@H](C)C2)[C@@H]1C(C)C	10.525	-7.985
CC(C)[C@]1(C)CC[C@@]2(C)[C+]1[C@@H]1CC[C@H]2C1	C[C+](C(C)C)[C@@]12CC[C@]1(C)[C@H]1CC[C@@H]2C1	11.91	11.057
CC(C)C1(C)CC[C+]([C@@]2(C)C=CC2)CC1	CC(C)[C@]1(C)CC[C@]2(CC1)[C@H]1[CH+]C[C@]12C	0.085	-6.75
C[C+]1C[C@H]2CC(C)(C)C[C@H]2[C@@]12CC[C@@H]2C	C[CH+]CCC1=C(C)C[C@H]2CC(C)(C)C[C@@H]12	17.478	16.525
CC1=CC[C@]2(CC1)CC[C@H](C(C)C)[C+]2C	CC1=CC[C@]2(CC1)CC[C+](C(C)C)[C@@H]2C	16.3	3.232
C/C=C(/C)C/C=C/[C+](C)CCC=C(C)C	C/C=C(/C)CC/C=C(/C)C[CH+]C=C(C)C	15.486	-2.5
CC1=CC[C@@]2(CC1)[C@H](C)CC[C@@H]2[C+](C)C	C[C+]1[C@@H]2CC[C@]3(C2)[C@H](C)CC[C@@H]3C1(C)C	1.495	-23.198
C[C+]1CC[C@@H]2C[C@H]1[C@@](C)(C(C)C)C21CC1	CC1=CC[C@H](C2([C+](C)C(C)C)CC2)CC1	29.527	17.971
CC(C)=CCC[C@@]1(C)[CH+]CCC(C)=CC1	CC(C)=C[C@@H]1C[C@@]2(C)CCC[C+](C)[C@@H]1C2	7.467	-42.377
C[C@H]1CC[C@@H](C)[C@@]23CC[C@@](C)(C[C+]12)[C@@H]3C	C[C@H]1CC[C@@H](C)[C+]2CC[C@@]3(C)C[C@]21[C@H]3C	11.057	8.718
C/C1=C\C[C+](C(C)C)CC/C(C)=C/CC1	C/C1=C\CC[C+](C)[C@H]2C[C@@]2(C(C)C)CC1	1.232	-7.846
CC(C)=CC[C+]1CC[C@@H](C)[C@@H]2CC[C@]12C	CC(C)=CC[C@H]1CC[C+](C)[C@@H]2CC[C@@]21C	14.218	-0.12
CC1=C[CH+][C@H]([C@@H](C)CCCC(C)C)C=C1	CC1=CC=C([C@@H](C)CCC[C+](C)C)CC1	1.589	1.277
C=C1CC[C@@H]2[C+](C)CCCC(C)(C)C[C@H]12	C[C+]1[C@H]2CC(C)(C)CC[C@]3(C)[C@H]2CC[C@H]13	11.688	-4.743
C[C+]1CCCC(C)(C)C[C@@H]2[C@@]3(C)CC[C@@]123	C[C+]1CCCC(C)(C)C[C@@H]2[C@@]3(C)CC[C@@]123	20.328	-7.375
CC1=C[C+]2[C@@H](C(C)C)CC[C@@H](C)[C@H]2CC1	C[C+]1CC[C@@]23[C@@H](C(C)C)CC[C@@H](C)[C@@H]2[C@@H]13	34.372	2.252
CC1=C[CH+][C@H]([C@]2(C)CC[C@@H]2C(C)C)CC1	CC(C)[C@H]1CC[C@@]1(C)[C+]1C=C[C@@H](C)CC1	14.754	-9.492
C[C@@H]1CC[C+]2[C@@H](CC2(C)C)[C@]2(C)CC[C@@H]12	C[C+](C)[C@@]12CC[C@@H](C)[C@@H]3CC[C@@]3(C)[C@@H]1C2	0	-17.582
CC(C)=C[C@]1(C)C[C@@H]2CC[C@H]1CC[C+]2C	C[C+](C)C[C@]1(C)C[C@@H]2[C@@H]3C[C@H]1CC[C@@]32C	5.773	-8.577
C[C+]1CC[C@@]2([C@H]3[C@@H](C)CCC3(C)C)C[C@@H]12	CC1=CC[C+]([C@H]2[C@@H](C)CCC2(C)C)CC1	2.567	0.775
C[C+]1CC[C@@H]2[C@@H](CC2(C)C)[C@]12CC[C@H]2C	C[C@@H]1CC[C+]1[C@@]1(C)CC[C@@H]2[C@H]1CC2(C)C	7.412	6.08
CC1(C)CC[C@@]2(C)[C@H]1C[CH+][C@]1(C)CC[C@H]21	CC1(C)CC[C@@]2(C)[C+]1CC[C@]1(C)CC[C@H]21	0	-16.148
CC(C)[C@@H]1[C@@H]2C[C+]3CC[C@H](C)[C@@H](C2)[C@]31C	C[C+]1[C@H](C(C)C)[C@H]2C[C@@H]3[C@@H](C)CC[C@@]13C2	2.733	-1.396
CC(C)[C+]1CC[C@H](C)[C@@]12CC[C@]1(C)C[C@@H]12	CC(C)[C@]12CC[C@H](C)[C+]1[C@H]1C[C@@]1(C)CC2	5.871	4.311
C=C(C)CCC[C@@H](C)[C@@]12CC[C+](C)[C@@H]1C2	C=C(C)CCC[C@@H](C)[C+]1CC=C(C)CC1	0	-0.102
C/C(=C\[C+](C)C)CC[C@@]1(C)CC=CCC1	C/C(=C\[C+](C)C)CC[C@@]1(C)CC=CCC1	2.207	-0.464
CC(C)[C+]1CC[C@]2(C)[C@H]3CC[C@H](C3)[C@]12C	C[C+]1[C@H]2CC[C@H](C2)[C@]1(C)C1(C(C)C)CC1	27.158	27.155
C[C+]1CCC(C)(C)[C@H]2CC[C@]3(C)CC[C@]123	CC1(C)CC[C@]2(C)[C+]3CC[C@@]3(C)CC[C@H]12	17.377	11.163
C=C(C)CCC[C@]1(C)C[C@H]2CC[C@@H]1[C+]2C	C=C(C)CCC[C@@H]1[C+](C)C[C@H]2CC[C@]21C	12.712	2.201
C[C@H]1C[C@]23CC[C@H](C)C(C)(C)[C+]2[C@H]1CC3	C[C@H]1CC[C@]23CC[CH+][C@]2([C@@H](C)C3)C1(C)C	15.165	14.132
CC1=CC[C@@]2(C)[C@@H](C)CC[C+](C)[C@@H]2CC1	C/C1=C\C[C+](C)[C@@H](C)CC/C(C)=C/CC1	28.142	26.598
CC(C)=C1C[C@H]2C[C@H]2[C+](C)CCC[C@H]1C	C[C+](C)/C1=C\[C@H]2C[C@H]2[C@H](C)CCC[C@H]1C	31.157	13.668
CC1=CC[C@]2(CC1)[C@H](C)[C@H]2CC[C+](C)C	CC1=CC[C+]2[C@H](C)[C@@H](CCC(C)C)[C@@H]2C1	101.296	-1.074
C[C+]1[C@H]2CC(C)(C)[C@H]2CC[C@@H](C)C12CC2	C[C@H]1CC(C)(C)[C@H]2CC[C@@H](C)[C+]3CC[C@@]312	13.905	4.515
C[C@H]1CC[C@@H]2C[C@H]3CC[C@@](C)([C+]12)C3(C)C	C[C@H]1CC[C+]2C[C@H]3CC[C@@](C)([C@@H]21)C3(C)C	28.45	4.305
